city_from_name,city_to_name,city_from_coord,city_to_coord,distance,weight_class,cost_per_unit,co2_per_unit
Marseille,Hanover,"(43.2961743, 5.3699525)","(52.3744779, 9.7385532)",1060.5418,8,717.18,1288.56
Marseille,Hanover,"(43.2961743, 5.3699525)","(52.3744779, 9.7385532)",1060.5418,9,757.03,1360.14
Marseille,Malmö,"(43.2961743, 5.3699525)","(55.6052931, 13.0001566)",1474.4317,0,478.18,995.24
Marseille,Malmö,"(43.2961743, 5.3699525)","(55.6052931, 13.0001566)",1474.4317,1,526,1094.77
Marseille,Malmö,"(43.2961743, 5.3699525)","(55.6052931, 13.0001566)",1474.4317,2,573.82,1194.29
Marseille,Malmö,"(43.2961743, 5.3699525)","(55.6052931, 13.0001566)",1474.4317,3,621.64,1293.81
Marseille,Malmö,"(43.2961743, 5.3699525)","(55.6052931, 13.0001566)",1474.4317,4,669.45,1393.34
Marseille,Malmö,"(43.2961743, 5.3699525)","(55.6052931, 13.0001566)",1474.4317,5,717.27,1492.86
Marseille,Malmö,"(43.2961743, 5.3699525)","(55.6052931, 13.0001566)",1474.4317,6,765.09,1592.39
Marseille,Malmö,"(43.2961743, 5.3699525)","(55.6052931, 13.0001566)",1474.4317,7,812.91,1691.91
Marseille,Malmö,"(43.2961743, 5.3699525)","(55.6052931, 13.0001566)",1474.4317,8,860.73,1791.43
Marseille,Malmö,"(43.2961743, 5.3699525)","(55.6052931, 13.0001566)",1474.4317,9,908.55,1890.96
Marseille,Helsinki,"(43.2961743, 5.3699525)","(60.1674881, 24.9427473)",2294.3008,0,606.59,1548.65
Marseille,Helsinki,"(43.2961743, 5.3699525)","(60.1674881, 24.9427473)",2294.3008,1,667.24,1703.52
Marseille,Helsinki,"(43.2961743, 5.3699525)","(60.1674881, 24.9427473)",2294.3008,2,727.9,1858.38
Marseille,Helsinki,"(43.2961743, 5.3699525)","(60.1674881, 24.9427473)",2294.3008,3,788.56,2013.25
Marseille,Helsinki,"(43.2961743, 5.3699525)","(60.1674881, 24.9427473)",2294.3008,4,849.22,2168.11
Marseille,Helsinki,"(43.2961743, 5.3699525)","(60.1674881, 24.9427473)",2294.3008,5,909.88,2322.98
Marseille,Helsinki,"(43.2961743, 5.3699525)","(60.1674881, 24.9427473)",2294.3008,6,970.54,2477.84
Marseille,Helsinki,"(43.2961743, 5.3699525)","(60.1674881, 24.9427473)",2294.3008,7,1031.2,2632.71
Marseille,Helsinki,"(43.2961743, 5.3699525)","(60.1674881, 24.9427473)",2294.3008,8,1091.85,2787.58
Marseille,Helsinki,"(43.2961743, 5.3699525)","(60.1674881, 24.9427473)",2294.3008,9,1152.51,2942.44
Marseille,Prague,"(43.2961743, 5.3699525)","(50.0874654, 14.4212535)",1022.8963,0,390.41,690.46
Marseille,Prague,"(43.2961743, 5.3699525)","(50.0874654, 14.4212535)",1022.8963,1,429.45,759.5
Marseille,Prague,"(43.2961743, 5.3699525)","(50.0874654, 14.4212535)",1022.8963,2,468.49,828.55
Marseille,Prague,"(43.2961743, 5.3699525)","(50.0874654, 14.4212535)",1022.8963,3,507.53,897.59
Marseille,Prague,"(43.2961743, 5.3699525)","(50.0874654, 14.4212535)",1022.8963,4,546.57,966.64
Marseille,Prague,"(43.2961743, 5.3699525)","(50.0874654, 14.4212535)",1022.8963,5,585.62,1035.68
Marseille,Prague,"(43.2961743, 5.3699525)","(50.0874654, 14.4212535)",1022.8963,6,624.66,1104.73
Marseille,Prague,"(43.2961743, 5.3699525)","(50.0874654, 14.4212535)",1022.8963,7,663.7,1173.77
Marseille,Prague,"(43.2961743, 5.3699525)","(50.0874654, 14.4212535)",1022.8963,8,702.74,1242.82
Marseille,Prague,"(43.2961743, 5.3699525)","(50.0874654, 14.4212535)",1022.8963,9,741.78,1311.86
Marseille,Valencia,"(43.2961743, 5.3699525)","(39.4697065, -0.3763353)",641.2964,0,297.99,432.88
Marseille,Valencia,"(43.2961743, 5.3699525)","(39.4697065, -0.3763353)",641.2964,1,327.79,476.16
Marseille,Valencia,"(43.2961743, 5.3699525)","(39.4697065, -0.3763353)",641.2964,2,357.59,519.45
Marseille,Valencia,"(43.2961743, 5.3699525)","(39.4697065, -0.3763353)",641.2964,3,387.39,562.74
Marseille,Valencia,"(43.2961743, 5.3699525)","(39.4697065, -0.3763353)",641.2964,4,417.19,606.03
Marseille,Valencia,"(43.2961743, 5.3699525)","(39.4697065, -0.3763353)",641.2964,5,446.99,649.31
Marseille,Valencia,"(43.2961743, 5.3699525)","(39.4697065, -0.3763353)",641.2964,6,476.79,692.6
Marseille,Valencia,"(43.2961743, 5.3699525)","(39.4697065, -0.3763353)",641.2964,7,506.59,735.89
Marseille,Valencia,"(43.2961743, 5.3699525)","(39.4697065, -0.3763353)",641.2964,8,536.39,779.18
Marseille,Valencia,"(43.2961743, 5.3699525)","(39.4697065, -0.3763353)",641.2964,9,566.19,822.46
Marseille,Bremen,"(43.2961743, 5.3699525)","(53.0758196, 8.8071646)",1116.7221,0,410.13,753.79
Marseille,Bremen,"(43.2961743, 5.3699525)","(53.0758196, 8.8071646)",1116.7221,1,451.15,829.17
Marseille,Bremen,"(43.2961743, 5.3699525)","(53.0758196, 8.8071646)",1116.7221,2,492.16,904.54
Marseille,Bremen,"(43.2961743, 5.3699525)","(53.0758196, 8.8071646)",1116.7221,3,533.17,979.92
Marseille,Bremen,"(43.2961743, 5.3699525)","(53.0758196, 8.8071646)",1116.7221,4,574.19,1055.3
Marseille,Bremen,"(43.2961743, 5.3699525)","(53.0758196, 8.8071646)",1116.7221,5,615.2,1130.68
Marseille,Bremen,"(43.2961743, 5.3699525)","(53.0758196, 8.8071646)",1116.7221,6,656.21,1206.06
Marseille,Bremen,"(43.2961743, 5.3699525)","(53.0758196, 8.8071646)",1116.7221,7,697.22,1281.44
Marseille,Bremen,"(43.2961743, 5.3699525)","(53.0758196, 8.8071646)",1116.7221,8,738.24,1356.82
Marseille,Bremen,"(43.2961743, 5.3699525)","(53.0758196, 8.8071646)",1116.7221,9,779.25,1432.2
Marseille,Porto,"(43.2961743, 5.3699525)","(41.1494512, -8.6107884)",1177.1382,0,422.37,794.57
Marseille,Porto,"(43.2961743, 5.3699525)","(41.1494512, -8.6107884)",1177.1382,1,464.6,874.03
Marseille,Porto,"(43.2961743, 5.3699525)","(41.1494512, -8.6107884)",1177.1382,2,506.84,953.48
Marseille,Porto,"(43.2961743, 5.3699525)","(41.1494512, -8.6107884)",1177.1382,3,549.08,1032.94
Marseille,Porto,"(43.2961743, 5.3699525)","(41.1494512, -8.6107884)",1177.1382,4,591.31,1112.4
Marseille,Porto,"(43.2961743, 5.3699525)","(41.1494512, -8.6107884)",1177.1382,5,633.55,1191.85
Marseille,Porto,"(43.2961743, 5.3699525)","(41.1494512, -8.6107884)",1177.1382,6,675.79,1271.31
Marseille,Porto,"(43.2961743, 5.3699525)","(41.1494512, -8.6107884)",1177.1382,7,718.02,1350.77
Marseille,Porto,"(43.2961743, 5.3699525)","(41.1494512, -8.6107884)",1177.1382,8,760.26,1430.22
Marseille,Porto,"(43.2961743, 5.3699525)","(41.1494512, -8.6107884)",1177.1382,9,802.5,1509.68
Bordeaux,Milan,"(44.841225, -0.5800364)","(45.4641943, 9.1896346)",770.8902,0,332.05,520.35
Bordeaux,Milan,"(44.841225, -0.5800364)","(45.4641943, 9.1896346)",770.8902,1,365.26,572.39
Bordeaux,Milan,"(44.841225, -0.5800364)","(45.4641943, 9.1896346)",770.8902,2,398.46,624.42
Bordeaux,Milan,"(44.841225, -0.5800364)","(45.4641943, 9.1896346)",770.8902,3,431.67,676.46
Bordeaux,Milan,"(44.841225, -0.5800364)","(45.4641943, 9.1896346)",770.8902,4,464.87,728.49
Bordeaux,Milan,"(44.841225, -0.5800364)","(45.4641943, 9.1896346)",770.8902,5,498.08,780.53
Bordeaux,Milan,"(44.841225, -0.5800364)","(45.4641943, 9.1896346)",770.8902,6,531.29,832.56
Bordeaux,Milan,"(44.841225, -0.5800364)","(45.4641943, 9.1896346)",770.8902,7,564.49,884.6
Bordeaux,Milan,"(44.841225, -0.5800364)","(45.4641943, 9.1896346)",770.8902,8,597.7,936.63
Bordeaux,Milan,"(44.841225, -0.5800364)","(45.4641943, 9.1896346)",770.8902,9,630.9,988.67
Bordeaux,Berlin,"(44.841225, -0.5800364)","(52.5170365, 13.3888599)",1332.6929,0,452.4,899.57
Bordeaux,Berlin,"(44.841225, -0.5800364)","(52.5170365, 13.3888599)",1332.6929,1,497.64,989.52
Bordeaux,Berlin,"(44.841225, -0.5800364)","(52.5170365, 13.3888599)",1332.6929,2,542.88,1079.48
Bordeaux,Berlin,"(44.841225, -0.5800364)","(52.5170365, 13.3888599)",1332.6929,3,588.12,1169.44
Bordeaux,Berlin,"(44.841225, -0.5800364)","(52.5170365, 13.3888599)",1332.6929,4,633.36,1259.39
Bordeaux,Berlin,"(44.841225, -0.5800364)","(52.5170365, 13.3888599)",1332.6929,5,678.6,1349.35
Bordeaux,Berlin,"(44.841225, -0.5800364)","(52.5170365, 13.3888599)",1332.6929,6,723.84,1439.31
Bordeaux,Berlin,"(44.841225, -0.5800364)","(52.5170365, 13.3888599)",1332.6929,7,769.08,1529.27
Bordeaux,Berlin,"(44.841225, -0.5800364)","(52.5170365, 13.3888599)",1332.6929,8,814.32,1619.22
Bordeaux,Berlin,"(44.841225, -0.5800364)","(52.5170365, 13.3888599)",1332.6929,9,859.56,1709.18
Bordeaux,Madrid,"(44.841225, -0.5800364)","(40.4167047, -3.7035825)",554.1662,0,272.97,374.06
Bordeaux,Madrid,"(44.841225, -0.5800364)","(40.4167047, -3.7035825)",554.1662,1,300.27,411.47
Bordeaux,Madrid,"(44.841225, -0.5800364)","(40.4167047, -3.7035825)",554.1662,2,327.57,448.87
Bordeaux,Madrid,"(44.841225, -0.5800364)","(40.4167047, -3.7035825)",554.1662,3,354.87,486.28
Bordeaux,Madrid,"(44.841225, -0.5800364)","(40.4167047, -3.7035825)",554.1662,4,382.16,523.69
Bordeaux,Madrid,"(44.841225, -0.5800364)","(40.4167047, -3.7035825)",554.1662,5,409.46,561.09
Bordeaux,Madrid,"(44.841225, -0.5800364)","(40.4167047, -3.7035825)",554.1662,6,436.76,598.5
Bordeaux,Madrid,"(44.841225, -0.5800364)","(40.4167047, -3.7035825)",554.1662,7,464.06,635.91
Bordeaux,Madrid,"(44.841225, -0.5800364)","(40.4167047, -3.7035825)",554.1662,8,491.35,673.31
Bordeaux,Madrid,"(44.841225, -0.5800364)","(40.4167047, -3.7035825)",554.1662,9,518.65,710.72
Bordeaux,Vienna,"(44.841225, -0.5800364)","(48.2083537, 16.3725042)",1350.3198,0,455.68,911.47
Bordeaux,Vienna,"(44.841225, -0.5800364)","(48.2083537, 16.3725042)",1350.3198,1,501.25,1002.61
Bordeaux,Vienna,"(44.841225, -0.5800364)","(48.2083537, 16.3725042)",1350.3198,2,546.82,1093.76
Bordeaux,Vienna,"(44.841225, -0.5800364)","(48.2083537, 16.3725042)",1350.3198,3,592.39,1184.91
Bordeaux,Vienna,"(44.841225, -0.5800364)","(48.2083537, 16.3725042)",1350.3198,4,637.96,1276.05
Bordeaux,Vienna,"(44.841225, -0.5800364)","(48.2083537, 16.3725042)",1350.3198,5,683.53,1367.2
Bordeaux,Vienna,"(44.841225, -0.5800364)","(48.2083537, 16.3725042)",1350.3198,6,729.09,1458.35
Bordeaux,Vienna,"(44.841225, -0.5800364)","(48.2083537, 16.3725042)",1350.3198,7,774.66,1549.49
Bordeaux,Vienna,"(44.841225, -0.5800364)","(48.2083537, 16.3725042)",1350.3198,8,820.23,1640.64
Bordeaux,Vienna,"(44.841225, -0.5800364)","(48.2083537, 16.3725042)",1350.3198,9,865.8,1731.79
Bordeaux,Munich,"(44.841225, -0.5800364)","(48.1371079, 11.5753822)",1001.2265,0,385.72,675.83
Bordeaux,Munich,"(44.841225, -0.5800364)","(48.1371079, 11.5753822)",1001.2265,1,424.29,743.41
Bordeaux,Munich,"(44.841225, -0.5800364)","(48.1371079, 11.5753822)",1001.2265,2,462.86,810.99
Bordeaux,Munich,"(44.841225, -0.5800364)","(48.1371079, 11.5753822)",1001.2265,3,501.44,878.58
Bordeaux,Munich,"(44.841225, -0.5800364)","(48.1371079, 11.5753822)",1001.2265,4,540.01,946.16
Bordeaux,Munich,"(44.841225, -0.5800364)","(48.1371079, 11.5753822)",1001.2265,5,578.58,1013.74
Bordeaux,Munich,"(44.841225, -0.5800364)","(48.1371079, 11.5753822)",1001.2265,6,617.15,1081.32
Bordeaux,Munich,"(44.841225, -0.5800364)","(48.1371079, 11.5753822)",1001.2265,7,655.72,1148.91
Bordeaux,Munich,"(44.841225, -0.5800364)","(48.1371079, 11.5753822)",1001.2265,8,694.29,1216.49
Bordeaux,Munich,"(44.841225, -0.5800364)","(48.1371079, 11.5753822)",1001.2265,9,732.87,1284.07
Bordeaux,Amsterdam,"(44.841225, -0.5800364)","(52.3727598, 4.8936041)",929.0682,0,369.69,627.12
Bordeaux,Amsterdam,"(44.841225, -0.5800364)","(52.3727598, 4.8936041)",929.0682,1,406.66,689.83
Bordeaux,Amsterdam,"(44.841225, -0.5800364)","(52.3727598, 4.8936041)",929.0682,2,443.63,752.55
Bordeaux,Amsterdam,"(44.841225, -0.5800364)","(52.3727598, 4.8936041)",929.0682,3,480.6,815.26
Bordeaux,Amsterdam,"(44.841225, -0.5800364)","(52.3727598, 4.8936041)",929.0682,4,517.57,877.97
Bordeaux,Amsterdam,"(44.841225, -0.5800364)","(52.3727598, 4.8936041)",929.0682,5,554.54,940.68
Bordeaux,Amsterdam,"(44.841225, -0.5800364)","(52.3727598, 4.8936041)",929.0682,6,591.51,1003.39
Bordeaux,Amsterdam,"(44.841225, -0.5800364)","(52.3727598, 4.8936041)",929.0682,7,628.48,1066.11
Bordeaux,Amsterdam,"(44.841225, -0.5800364)","(52.3727598, 4.8936041)",929.0682,8,665.45,1128.82
Bordeaux,Amsterdam,"(44.841225, -0.5800364)","(52.3727598, 4.8936041)",929.0682,9,702.42,1191.53
Bordeaux,Stockholm,"(44.841225, -0.5800364)","(59.3251172, 18.0710935)",2042.2945,0,570.15,1378.55
Bordeaux,Stockholm,"(44.841225, -0.5800364)","(59.3251172, 18.0710935)",2042.2945,1,627.16,1516.4
Bordeaux,Stockholm,"(44.841225, -0.5800364)","(59.3251172, 18.0710935)",2042.2945,2,684.18,1654.26
Bordeaux,Stockholm,"(44.841225, -0.5800364)","(59.3251172, 18.0710935)",2042.2945,3,741.19,1792.11
Bordeaux,Stockholm,"(44.841225, -0.5800364)","(59.3251172, 18.0710935)",2042.2945,4,798.21,1929.97
Bordeaux,Stockholm,"(44.841225, -0.5800364)","(59.3251172, 18.0710935)",2042.2945,5,855.22,2067.82
Bordeaux,Stockholm,"(44.841225, -0.5800364)","(59.3251172, 18.0710935)",2042.2945,6,912.24,2205.68
Bordeaux,Stockholm,"(44.841225, -0.5800364)","(59.3251172, 18.0710935)",2042.2945,7,969.25,2343.53
Bordeaux,Stockholm,"(44.841225, -0.5800364)","(59.3251172, 18.0710935)",2042.2945,8,1026.27,2481.39
Bordeaux,Stockholm,"(44.841225, -0.5800364)","(59.3251172, 18.0710935)",2042.2945,9,1083.28,2619.24
Bordeaux,Copenhagen,"(44.841225, -0.5800364)","(55.6867243, 12.5700724)",1522.5537,0,486.63,1027.72
Bordeaux,Copenhagen,"(44.841225, -0.5800364)","(55.6867243, 12.5700724)",1522.5537,1,535.3,1130.5
Bordeaux,Copenhagen,"(44.841225, -0.5800364)","(55.6867243, 12.5700724)",1522.5537,2,583.96,1233.27
Bordeaux,Copenhagen,"(44.841225, -0.5800364)","(55.6867243, 12.5700724)",1522.5537,3,632.62,1336.04
Bordeaux,Copenhagen,"(44.841225, -0.5800364)","(55.6867243, 12.5700724)",1522.5537,4,681.29,1438.81
Bordeaux,Copenhagen,"(44.841225, -0.5800364)","(55.6867243, 12.5700724)",1522.5537,5,729.95,1541.59
Bordeaux,Copenhagen,"(44.841225, -0.5800364)","(55.6867243, 12.5700724)",1522.5537,6,778.61,1644.36
Bordeaux,Copenhagen,"(44.841225, -0.5800364)","(55.6867243, 12.5700724)",1522.5537,7,827.28,1747.13
Bordeaux,Copenhagen,"(44.841225, -0.5800364)","(55.6867243, 12.5700724)",1522.5537,8,875.94,1849.9
Bordeaux,Copenhagen,"(44.841225, -0.5800364)","(55.6867243, 12.5700724)",1522.5537,9,924.6,1952.68
Bordeaux,Barcelona,"(44.841225, -0.5800364)","(41.3828939, 2.1774322)",444.8866,0,238.42,300.3
Bordeaux,Barcelona,"(44.841225, -0.5800364)","(41.3828939, 2.1774322)",444.8866,1,262.27,330.33
Bordeaux,Barcelona,"(44.841225, -0.5800364)","(41.3828939, 2.1774322)",444.8866,2,286.11,360.36
Bordeaux,Barcelona,"(44.841225, -0.5800364)","(41.3828939, 2.1774322)",444.8866,3,309.95,390.39
Bordeaux,Barcelona,"(44.841225, -0.5800364)","(41.3828939, 2.1774322)",444.8866,4,333.79,420.42
Bordeaux,Barcelona,"(44.841225, -0.5800364)","(41.3828939, 2.1774322)",444.8866,5,357.64,450.45
Bordeaux,Barcelona,"(44.841225, -0.5800364)","(41.3828939, 2.1774322)",444.8866,6,381.48,480.48
Bordeaux,Barcelona,"(44.841225, -0.5800364)","(41.3828939, 2.1774322)",444.8866,7,405.32,510.51
Bordeaux,Barcelona,"(44.841225, -0.5800364)","(41.3828939, 2.1774322)",444.8866,8,429.16,540.54
Bordeaux,Barcelona,"(44.841225, -0.5800364)","(41.3828939, 2.1774322)",444.8866,9,453.01,570.57
Bordeaux,Cologne,"(44.841225, -0.5800364)","(50.938361, 6.959974)",880.8422,0,358.61,594.57
Bordeaux,Cologne,"(44.841225, -0.5800364)","(50.938361, 6.959974)",880.8422,1,394.47,654.03
Bordeaux,Cologne,"(44.841225, -0.5800364)","(50.938361, 6.959974)",880.8422,2,430.33,713.48
Bordeaux,Cologne,"(44.841225, -0.5800364)","(50.938361, 6.959974)",880.8422,3,466.19,772.94
Bordeaux,Cologne,"(44.841225, -0.5800364)","(50.938361, 6.959974)",880.8422,4,502.05,832.4
Bordeaux,Cologne,"(44.841225, -0.5800364)","(50.938361, 6.959974)",880.8422,5,537.91,891.85
Bordeaux,Cologne,"(44.841225, -0.5800364)","(50.938361, 6.959974)",880.8422,6,573.77,951.31
Bordeaux,Cologne,"(44.841225, -0.5800364)","(50.938361, 6.959974)",880.8422,7,609.64,1010.77
Bordeaux,Cologne,"(44.841225, -0.5800364)","(50.938361, 6.959974)",880.8422,8,645.5,1070.22
Bordeaux,Cologne,"(44.841225, -0.5800364)","(50.938361, 6.959974)",880.8422,9,681.36,1129.68
Bordeaux,Athens,"(44.841225, -0.5800364)","(37.9839412, 23.7283052)",2160.2761,0,587.48,1458.19
Bordeaux,Athens,"(44.841225, -0.5800364)","(37.9839412, 23.7283052)",2160.2761,1,646.23,1604.01
Bordeaux,Athens,"(44.841225, -0.5800364)","(37.9839412, 23.7283052)",2160.2761,2,704.98,1749.82
Bordeaux,Athens,"(44.841225, -0.5800364)","(37.9839412, 23.7283052)",2160.2761,3,763.73,1895.64
Bordeaux,Athens,"(44.841225, -0.5800364)","(37.9839412, 23.7283052)",2160.2761,4,822.48,2041.46
Bordeaux,Athens,"(44.841225, -0.5800364)","(37.9839412, 23.7283052)",2160.2761,5,881.23,2187.28
Bordeaux,Athens,"(44.841225, -0.5800364)","(37.9839412, 23.7283052)",2160.2761,6,939.98,2333.1
Bordeaux,Athens,"(44.841225, -0.5800364)","(37.9839412, 23.7283052)",2160.2761,7,998.72,2478.92
Bordeaux,Athens,"(44.841225, -0.5800364)","(37.9839412, 23.7283052)",2160.2761,8,1057.47,2624.74
Bordeaux,Athens,"(44.841225, -0.5800364)","(37.9839412, 23.7283052)",2160.2761,9,1116.22,2770.55
Bordeaux,Bucharest,"(44.841225, -0.5800364)","(44.4361414, 26.1027202)",2107.9581,0,579.86,1422.87
Bordeaux,Bucharest,"(44.841225, -0.5800364)","(44.4361414, 26.1027202)",2107.9581,1,637.85,1565.16
Bordeaux,Bucharest,"(44.841225, -0.5800364)","(44.4361414, 26.1027202)",2107.9581,2,695.83,1707.45
Bordeaux,Bucharest,"(44.841225, -0.5800364)","(44.4361414, 26.1027202)",2107.9581,3,753.82,1849.73
Bordeaux,Bucharest,"(44.841225, -0.5800364)","(44.4361414, 26.1027202)",2107.9581,4,811.8,1992.02
Bordeaux,Bucharest,"(44.841225, -0.5800364)","(44.4361414, 26.1027202)",2107.9581,5,869.79,2134.31
Bordeaux,Bucharest,"(44.841225, -0.5800364)","(44.4361414, 26.1027202)",2107.9581,6,927.78,2276.59
Bordeaux,Bucharest,"(44.841225, -0.5800364)","(44.4361414, 26.1027202)",2107.9581,7,985.76,2418.88
Bordeaux,Bucharest,"(44.841225, -0.5800364)","(44.4361414, 26.1027202)",2107.9581,8,1043.75,2561.17
Bordeaux,Bucharest,"(44.841225, -0.5800364)","(44.4361414, 26.1027202)",2107.9581,9,1101.73,2703.46
Bordeaux,Budapest,"(44.841225, -0.5800364)","(47.4979937, 19.0403594)",1539.351,0,489.55,1039.06
Bordeaux,Budapest,"(44.841225, -0.5800364)","(47.4979937, 19.0403594)",1539.351,1,538.51,1142.97
Bordeaux,Budapest,"(44.841225, -0.5800364)","(47.4979937, 19.0403594)",1539.351,2,587.46,1246.87
Bordeaux,Budapest,"(44.841225, -0.5800364)","(47.4979937, 19.0403594)",1539.351,3,636.42,1350.78
Bordeaux,Budapest,"(44.841225, -0.5800364)","(47.4979937, 19.0403594)",1539.351,4,685.37,1454.69
Bordeaux,Budapest,"(44.841225, -0.5800364)","(47.4979937, 19.0403594)",1539.351,5,734.33,1558.59
Bordeaux,Budapest,"(44.841225, -0.5800364)","(47.4979937, 19.0403594)",1539.351,6,783.28,1662.5
Bordeaux,Budapest,"(44.841225, -0.5800364)","(47.4979937, 19.0403594)",1539.351,7,832.24,1766.41
Bordeaux,Budapest,"(44.841225, -0.5800364)","(47.4979937, 19.0403594)",1539.351,8,881.19,1870.31
Bordeaux,Budapest,"(44.841225, -0.5800364)","(47.4979937, 19.0403594)",1539.351,9,930.15,1974.22
Bordeaux,Naples,"(44.841225, -0.5800364)","(40.8358846, 14.2487679)",1289.0864,0,444.18,870.13
Bordeaux,Naples,"(44.841225, -0.5800364)","(40.8358846, 14.2487679)",1289.0864,1,488.6,957.15
Bordeaux,Naples,"(44.841225, -0.5800364)","(40.8358846, 14.2487679)",1289.0864,2,533.01,1044.16
Bordeaux,Naples,"(44.841225, -0.5800364)","(40.8358846, 14.2487679)",1289.0864,3,577.43,1131.17
Bordeaux,Naples,"(44.841225, -0.5800364)","(40.8358846, 14.2487679)",1289.0864,4,621.85,1218.19
Bordeaux,Naples,"(44.841225, -0.5800364)","(40.8358846, 14.2487679)",1289.0864,5,666.27,1305.2
Bordeaux,Naples,"(44.841225, -0.5800364)","(40.8358846, 14.2487679)",1289.0864,6,710.69,1392.21
Bordeaux,Naples,"(44.841225, -0.5800364)","(40.8358846, 14.2487679)",1289.0864,7,755.1,1479.23
Bordeaux,Naples,"(44.841225, -0.5800364)","(40.8358846, 14.2487679)",1289.0864,8,799.52,1566.24
Bordeaux,Naples,"(44.841225, -0.5800364)","(40.8358846, 14.2487679)",1289.0864,9,843.94,1653.25
Bordeaux,Lisbon,"(44.841225, -0.5800364)","(38.7077507, -9.1365919)",983.9388,0,381.94,664.16
Bordeaux,Lisbon,"(44.841225, -0.5800364)","(38.7077507, -9.1365919)",983.9388,1,420.13,730.57
Bordeaux,Lisbon,"(44.841225, -0.5800364)","(38.7077507, -9.1365919)",983.9388,2,458.33,796.99
Bordeaux,Lisbon,"(44.841225, -0.5800364)","(38.7077507, -9.1365919)",983.9388,3,496.52,863.41
Bordeaux,Lisbon,"(44.841225, -0.5800364)","(38.7077507, -9.1365919)",983.9388,4,534.71,929.82
Bordeaux,Lisbon,"(44.841225, -0.5800364)","(38.7077507, -9.1365919)",983.9388,5,572.91,996.24
Bordeaux,Lisbon,"(44.841225, -0.5800364)","(38.7077507, -9.1365919)",983.9388,6,611.1,1062.65
Bordeaux,Lisbon,"(44.841225, -0.5800364)","(38.7077507, -9.1365919)",983.9388,7,649.29,1129.07
Bordeaux,Lisbon,"(44.841225, -0.5800364)","(38.7077507, -9.1365919)",983.9388,8,687.49,1195.49
Bordeaux,Lisbon,"(44.841225, -0.5800364)","(38.7077507, -9.1365919)",983.9388,9,725.68,1261.9
Bordeaux,Turin,"(44.841225, -0.5800364)","(45.0677551, 7.6824892)",652.1916,0,300.99,440.23
Bordeaux,Turin,"(44.841225, -0.5800364)","(45.0677551, 7.6824892)",652.1916,1,331.09,484.25
Bordeaux,Turin,"(44.841225, -0.5800364)","(45.0677551, 7.6824892)",652.1916,2,361.19,528.28
Bordeaux,Turin,"(44.841225, -0.5800364)","(45.0677551, 7.6824892)",652.1916,3,391.29,572.3
Bordeaux,Turin,"(44.841225, -0.5800364)","(45.0677551, 7.6824892)",652.1916,4,421.39,616.32
Bordeaux,Turin,"(44.841225, -0.5800364)","(45.0677551, 7.6824892)",652.1916,5,451.49,660.34
Bordeaux,Turin,"(44.841225, -0.5800364)","(45.0677551, 7.6824892)",652.1916,6,481.59,704.37
Bordeaux,Turin,"(44.841225, -0.5800364)","(45.0677551, 7.6824892)",652.1916,7,511.69,748.39
Bordeaux,Turin,"(44.841225, -0.5800364)","(45.0677551, 7.6824892)",652.1916,8,541.79,792.41
Bordeaux,Turin,"(44.841225, -0.5800364)","(45.0677551, 7.6824892)",652.1916,9,571.89,836.44
Bordeaux,Hanover,"(44.841225, -0.5800364)","(52.3744779, 9.7385532)",1129.5327,0,412.76,762.43
Bordeaux,Hanover,"(44.841225, -0.5800364)","(52.3744779, 9.7385532)",1129.5327,1,454.03,838.68
Bordeaux,Hanover,"(44.841225, -0.5800364)","(52.3744779, 9.7385532)",1129.5327,2,495.31,914.92
Bordeaux,Hanover,"(44.841225, -0.5800364)","(52.3744779, 9.7385532)",1129.5327,3,536.58,991.16
Bordeaux,Hanover,"(44.841225, -0.5800364)","(52.3744779, 9.7385532)",1129.5327,4,577.86,1067.41
Bordeaux,Hanover,"(44.841225, -0.5800364)","(52.3744779, 9.7385532)",1129.5327,5,619.13,1143.65
Bordeaux,Hanover,"(44.841225, -0.5800364)","(52.3744779, 9.7385532)",1129.5327,6,660.41,1219.9
Bordeaux,Hanover,"(44.841225, -0.5800364)","(52.3744779, 9.7385532)",1129.5327,7,701.68,1296.14
Bordeaux,Hanover,"(44.841225, -0.5800364)","(52.3744779, 9.7385532)",1129.5327,8,742.96,1372.38
Bordeaux,Hanover,"(44.841225, -0.5800364)","(52.3744779, 9.7385532)",1129.5327,9,784.23,1448.63
Bordeaux,Malmö,"(44.841225, -0.5800364)","(55.6052931, 13.0001566)",1534.7341,0,488.75,1035.95
Bordeaux,Malmö,"(44.841225, -0.5800364)","(55.6052931, 13.0001566)",1534.7341,1,537.63,1139.54
Bordeaux,Malmö,"(44.841225, -0.5800364)","(55.6052931, 13.0001566)",1534.7341,2,586.5,1243.13
Bordeaux,Malmö,"(44.841225, -0.5800364)","(55.6052931, 13.0001566)",1534.7341,3,635.38,1346.73
Bordeaux,Malmö,"(44.841225, -0.5800364)","(55.6052931, 13.0001566)",1534.7341,4,684.25,1450.32
Bordeaux,Malmö,"(44.841225, -0.5800364)","(55.6052931, 13.0001566)",1534.7341,5,733.13,1553.92
Bordeaux,Malmö,"(44.841225, -0.5800364)","(55.6052931, 13.0001566)",1534.7341,6,782,1657.51
Bordeaux,Malmö,"(44.841225, -0.5800364)","(55.6052931, 13.0001566)",1534.7341,7,830.88,1761.11
