city_from_name;city_to_name;city_from_coord;city_to_coord;distance
Rotterdam;Bratislava;(51.9244424, 4.47775);(48.1516988, 17.1093063);995.7185
Rotterdam;Hamburg;(51.9244424, 4.47775);(53.550341, 10.000654);414.4489
Rotterdam;Rome;(51.9244424, 4.47775);(41.8933203, 12.4829321);1269.2365
Rotterdam;Lille;(51.9244424, 4.47775);(50.6365654, 3.0635282);173.9644
Rotterdam;Liege;(51.9244424, 4.47775);(50.6450944, 5.5736112);161.5622
Rotterdam;Warsaw;(51.9244424, 4.47775);(52.2337172, 21.071432235636493);1135.6449
Rotterdam;Paris;(51.9244424, 4.47775);(48.8588897, 2.3200410217200766);373.8895
Rotterdam;Lyon;(51.9244424, 4.47775);(45.7578137, 4.8320114);686.2599
Rotterdam;Marseille;(51.9244424, 4.47775);(43.2961743, 5.3699525);961.635
Rotterdam;Bordeaux;(51.9244424, 4.47775);(44.841225, -0.5800364);871.6731
Rotterdam;Milan;(51.9244424, 4.47775);(45.4641943, 9.1896346);797.3505
Rotterdam;Berlin;(51.9244424, 4.47775);(52.5170365, 13.3888599);612.1444
Rotterdam;Madrid;(51.9244424, 4.47775);(40.4167047, -3.7035825);1424.5277
Rotterdam;Vienna;(51.9244424, 4.47775);(48.2083537, 16.3725042);945.1163
Rotterdam;Munich;(51.9244424, 4.47775);(48.1371079, 11.5753822);659.8408
Rotterdam;Amsterdam;(51.9244424, 4.47775);(52.3727598, 4.8936041);57.4343
Rotterdam;Stockholm;(51.9244424, 4.47775);(59.3251172, 18.0710935);1184.1789
Rotterdam;Copenhagen;(51.9244424, 4.47775);(55.6867243, 12.5700724);677.1951
Rotterdam;Barcelona;(51.9244424, 4.47775);(41.3828939, 2.1774322);1184.8322
Rotterdam;Cologne;(51.9244424, 4.47775);(50.938361, 6.959974);204.5198
Rotterdam;Athens;(51.9244424, 4.47775);(37.9839412, 23.7283052);2156.6411
Rotterdam;Bucharest;(51.9244424, 4.47775);(44.4361414, 26.1027202);1801.3393
Rotterdam;Budapest;(51.9244424, 4.47775);(47.4979937, 19.0403594);1157.2593
Rotterdam;Naples;(51.9244424, 4.47775);(40.8358846, 14.2487679);1440.8269
Rotterdam;Lisbon;(51.9244424, 4.47775);(38.7077507, -9.1365919);1809.3787
Rotterdam;Turin;(51.9244424, 4.47775);(45.0677551, 7.6824892);798.1952
Rotterdam;Hanover;(51.9244424, 4.47775);(52.3744779, 9.7385532);363.4785
Rotterdam;Malmö;(51.9244424, 4.47775);(55.6052931, 13.0001566);694.6911
Rotterdam;Helsinki;(51.9244424, 4.47775);(60.1674881, 24.9427473);1560.6484
Rotterdam;Prague;(51.9244424, 4.47775);(50.0874654, 14.4212535);726.5575
Rotterdam;Valencia;(51.9244424, 4.47775);(39.4697065, -0.3763353);1434.1499
Rotterdam;Bremen;(51.9244424, 4.47775);(53.0758196, 8.8071646);320.6459
Rotterdam;Porto;(51.9244424, 4.47775);(41.1494512, -8.6107884);1558.0329
